$ZQDM,$SC,$ZQDM1,$SC1,JZRQ,DWJZ,ZXFE,FEBH,ZFEBH,YFEBH,YZGM,YYGM,ZXSSDW
159123,0,931151,62,20260318,1.1786,531047000.00,0.00,15000000.00,-30000000.00,639382233.00,654180802.00,100.00
159125,0,987008,102,20260318,0.8202,789245800.00,0.00,0.00,24000000.00,639289098.00,655050404.80,100.00
159126,0,930931,62,20260318,0.9535,126616500.00,-3000000.00,-7000000.00,-2000000.00,126534825.50,125658320.50,100.00
159127,0,930914,62,20260318,0.9832,258844200.00,-6000000.00,-9500000.00,-37500000.00,264319037.00,292195381.20,50.00
159128,0,987008,102,20260318,0.8318,2778760800.00,-7000000.00,-21000000.00,-31000000.00,2295803856.00,2452921178.40,100.00
159129,0,000813,62,20260318,1.1741,1907906500.00,-54500000.00,-234500000.00,339000000.00,2693004970.50,1925048275.50,50.00
159130,0,HZ5366,27,20260318,0.9118,282389400.00,0.00,0.00,-6000000.00,254150460.00,279160939.20,100.00
159131,0,930967,62,20260318,0.8627,513919900.00,1000000.00,1000000.00,205000000.00,439572354.30,284515227.90,100.00
159132,0,HZ5366,27,20260318,0.9416,131963500.00,-7000000.00,-36000000.00,-36000000.00,156709945.50,168467390.50,100.00
159133,0,000813,62,20260318,1.2089,2802413300.00,-34500000.00,55000000.00,609000000.00,3555152810.20,2770280997.90,50.00
159135,0,HZ5506,27,20260318,0.8839,832466300.00,0.00,4500000.00,-17500000.00,726126445.10,792168591.60,50.00
159136,0,930050,62,20260318,1.0037,146914000.00,4500000.00,-7500000.00,-9000000.00,155649312.00,157005398.00,150.00
159137,0,932069,62,20260318,0.9106,195632600.00,0.00,2000000.00,-14000000.00,175818400.80,207117008.80,100.00
159138,0,931752,62,20260318,1.0149,79267900.00,500000.00,4500000.00,9000000.00,81646546.80,79754066.50,50.00
159139,0,932456,62,20260318,1.1024,390109200.00,-22000000.00,-6000000.00,-10000000.00,438492884.40,460925798.40,200.00
159140,0,932456,62,20260318,1.1082,671936800.00,-46000000.00,-2000000.00,-48000000.00,749417721.60,835126688.00,200.00
159141,0,932456,62,20260318,1.0597,901060700.00,-38000000.00,-34000000.00,-132000000.00,994904584.80,1146697377.00,200.00
159142,0,932456,62,20260318,1.0750,549260100.00,-38000000.00,4000000.00,-2000000.00,588335647.90,620167612.50,200.00
159143,0,HZ5492,27,20260318,1.0560,100554400.00,-9000000.00,-17000000.00,-25000000.00,124372555.20,133840990.40,100.00
159145,0,980034,102,20260318,0.8905,118581800.00,1000000.00,4000000.00,7000000.00,105759001.40,106337455.40,100.00
159146,0,H30199,62,20260318,1.1015,388940800.00,24500000.00,24500000.00,-157500000.00,414004748.80,550812326.40,50.00
159147,0,931719,62,20260318,0.9936,1518909500.00,-1500000.00,-84000000.00,-210000000.00,1649393875.50,1690873491.00,150.00
159148,0,399439,0,20260318,1.1139,549466600.00,-12000000.00,-210000000.00,330000000.00,867310857.20,233292995.80,100.00
159149,0,399266,0,20260318,1.0037,114515200.00,0.00,-28000000.00,-47000000.00,145508019.20,159415502.40,100.00
159150,0,399850,0,20260318,1.5253,93997600.00,0.00,2000000.00,2000000.00,139744354.40,137536412.00,100.00
159151,0,H30192,62,20260318,0.9741,119251000.00,3000000.00,9600000.00,9000000.00,107348329.00,108156231.00,60.00
159152,0,HZ5506,27,20260318,0.8518,994556000.00,0.00,-1000000.00,7000000.00,840249264.00,887812844.00,100.00
159153,0,980030,102,20260318,1.0144,128725900.00,0.00,-4500000.00,-72000000.00,136156869.80,206546951.10,150.00
159155,0,931719,62,20260318,0.9855,532513200.00,-3000000.00,-124000000.00,-209000000.00,665704384.80,719267804.00,100.00
159156,0,980032,102,20260318,1.0224,263461200.00,0.00,-8000000.00,66000000.00,285848643.60,202397730.00,100.00
159157,0,H11059,62,20260318,0.9083,5534758700.00,143000000.00,1101000000.00,3362000000.00,4447059976.10,2166240423.90,100.00
159158,0,H30199,62,20260318,1.0919,1175035300.00,-24000000.00,537000000.00,-305000000.00,717789712.50,1480035300.00,50.00
159159,0,000995,62,20260318,1.0814,174818500.00,-3500000.00,-20000000.00,-288500000.00,215274442.50,466098411.00,50.00
159162,0,H11059,62,20260318,0.8981,520939800.00,13000000.00,36000000.00,-48000000.00,480090402.00,559267823.40,100.00
159163,0,931892,62,20260318,0.8285,249807000.00,2000000.00,12000000.00,34000000.00,216404370.00,195305335.00,100.00
159165,0,931946,62,20260318,1.0368,112571200.00,-12000000.00,-31000000.00,-200000000.00,149314048.00,306632347.20,100.00
159166,0,980092,102,20260318,0.9765,413816000.00,9000000.00,9000000.00,9000000.00,,,100.00
159167,0,932069,62,20260318,0.9005,285549100.00,0.00,4000000.00,-34000000.00,252831091.80,311879921.60,100.00
159168,0,H11059,62,20260318,0.9435,220455000.00,2000000.00,22000000.00,25000000.00,206393200.00,202100470.00,100.00
159169,0,HZ5366,27,20260318,0.9677,405874400.00,0.00,-5000000.00,-29000000.00,394850298.40,,100.00
159171,0,H11059,62,20260318,0.8682,267532900.00,1000000.00,7000000.00,4000000.00,247245722.10,,100.00
159175,0,931719,62,20260318,1.0431,387270300.00,-7000000.00,-98000000.00,-472000000.00,524091924.00,,100.00
159201,0,980092,102,20260318,1.3523,13363275900.00,110000000.00,1044000000.00,2879000000.00,17259305535.90,14101351085.50,100.00
159202,0,HZ5312,27,20260318,0.9891,1321401900.00,0.00,0.00,32000000.00,1288366852.50,1322926349.40,100.00
159203,0,399372,0,20260318,1.3479,7791900.00,0.00,0.00,-1000000.00,10511273.10,11825105.50,100.00
159205,0,399006,0,20260318,1.6286,335056000.00,-6000000.00,4000000.00,-22000000.00,538959168.00,574503104.00,200.00
159206,0,980018,102,20260318,1.7167,11167953300.00,-210000000.00,-669000000.00,674000000.00,21152635547.10,18742200593.80,100.00
159207,0,932305,62,20260318,1.1742,539483300.00,0.00,16000000.00,40500000.00,625562543.50,588301310.70,50.00
159208,0,CN5082,102,20260318,1.3958,247462700.00,-2000000.00,12000000.00,19000000.00,351781273.80,346806378.60,100.00
159209,0,932315,62,20260318,1.2615,1738635000.00,15000000.00,225000000.00,403000000.00,1946534610.00,1700263355.00,100.00
159210,0,931239,62,20260318,1.0141,49749800.00,6400000.00,9600000.00,6400000.00,40912646.20,45213841.40,80.00
159211,0,399330,0,20260318,1.4046,19683200.00,-2000000.00,-2000000.00,-2000000.00,30529945.60,30161331.20,200.00
159212,0,399330,0,20260318,1.4222,93204300.00,0.00,0.00,6000000.00,132816127.50,122783654.40,200.00
159819,0,930713,62,20260318,1.5494,15745229600.00,-270000000.00,-256000000.00,-626000000.00,24881912028.00,26112111212.00,200.00
159820,0,000905,1,20260318,1.3787,1423908400.00,-72500000.00,-70000000.00,-87500000.00,2136289012.00,2161314012.00,250.00
159821,0,399006,0,20260318,1.2541,28220000.00,0.00,1300000.00,0.00,33757680.00,34964580.00,130.00
159822,0,SPNCSCHN,12,20260317,0.6718,397734300.00,-800000.00,-800000.00,1400000.00,267815049.60,276641341.40,10.00
159824,0,399976,0,20260318,1.2358,196135000.00,0.00,-2000000.00,-82000000.00,252622125.00,351284505.00,100.00
159825,0,000949,62,20260318,0.8865,4218077400.00,-125000000.00,458000000.00,1402000000.00,3417910356.60,2371137170.80,100.00
159827,0,000949,62,20260318,0.9555,86716400.00,1000000.00,1000000.00,-2000000.00,83744922.80,80554491.20,100.00
159828,0,399989,0,20260318,0.4206,5533439400.00,7000000.00,166000000.00,336000000.00,2291896623.80,2281675896.60,100.00
159835,0,931152,62,20260318,0.6331,507504100.00,-1000000.00,-4000000.00,-11000000.00,320713070.70,333398136.30,100.00
159836,0,399012,0,20260318,1.2483,119747100.00,0.00,-4000000.00,-6000000.00,155550104.70,157058127.90,200.00
159837,0,930743,62,20260318,0.4825,2916152800.00,16000000.00,31000000.00,139000000.00,1393528802.40,1388576400.00,100.00
159838,0,931140,62,20260318,0.5698,298763400.00,-1000000.00,-2000000.00,-6000000.00,172337428.20,175543718.40,100.00
159839,0,399441,0,20260318,0.3509,2531235100.00,4500000.00,39000000.00,247500000.00,877266755.20,828995841.30,150.00
159840,0,980032,102,20260318,0.8730,1687574800.00,-16000000.00,-187000000.00,-200000000.00,1685242745.20,1655403099.60,100.00
159841,0,399975,0,20260318,1.0092,10676838400.00,21000000.00,89400000.00,523200000.00,10788599729.60,10793317619.20,60.00
159842,0,399975,0,20260318,1.0579,10084250600.00,0.00,0.00,294000000.00,10759895390.20,10896548917.80,100.00
159843,0,399396,0,20260318,0.6091,683955100.00,-1500000.00,-13500000.00,4500000.00,419867970.20,421941617.10,150.00
159845,0,000852,1,20260318,3.3372,2672425600.00,-34000000.00,112000000.00,-1362000000.00,8810424489.60,13805804403.20,200.00
159847,0,399989,0,20260318,0.3990,3509825300.00,23000000.00,85000000.00,228000000.00,1387054246.50,1368521150.10,100.00
159848,0,399975,0,20260318,0.8864,150311200.00,0.00,-1500000.00,1500000.00,135719212.80,138692038.40,50.00
159849,0,930743,62,20260318,0.4966,166372300.00,0.00,-1000000.00,7000000.00,83184033.10,82076734.50,100.00
159850,0,HZ5014,27,20260318,0.8690,728706400.00,0.00,-8000000.00,-11000000.00,627673852.80,656859283.20,100.00
159851,0,930986,62,20260318,0.7873,10725904100.00,-114000000.00,-300000000.00,-1761000000.00,8897904608.70,10364130403.00,100.00
159852,0,930601,62,20260318,0.8584,12696623900.00,-97000000.00,-126000000.00,-1734000000.00,11386490023.20,12973130886.10,100.00
159855,0,930781,62,20260318,0.9552,284925200.00,-1000000.00,-18500000.00,-249500000.00,297053270.80,564353011.20,50.00
159856,0,930625,62,20260318,0.7124,351372400.00,0.00,0.00,9000000.00,252285383.20,256436927.60,100.00
159857,0,931151,62,20260318,0.9523,2515515700.00,76000000.00,101000000.00,-84000000.00,2419344731.40,2448743789.40,100.00
159858,0,931152,62,20260318,0.6444,635098300.00,-3000000.00,2000000.00,-4000000.00,405816010.30,419887583.10,100.00
159859,0,399441,0,20260318,0.3772,10521440000.00,25200000.00,255600000.00,864000000.00,3890753360.00,3756744160.00,180.00
159861,0,930614,62,20260318,1.2628,120117500.00,0.00,-13000000.00,-22000000.00,172387162.50,175941465.00,100.00
159862,0,000815,62,20260318,0.6228,334500600.00,-1500000.00,-12000000.00,-3000000.00,213097869.00,213637879.80,150.00
159863,0,931151,62,20260318,0.7417,330729300.00,0.00,-5000000.00,-35000000.00,261533124.70,268811035.50,100.00
159864,0,931151,62,20260318,0.7304,802526800.00,-10000000.00,-15000000.00,-114000000.00,627043055.60,661732349.60,100.00
159865,0,930707,62,20260318,0.6536,8299455600.00,189000000.00,513000000.00,421000000.00,5131274240.40,4892520927.60,100.00
159866,0,N225,12,20260318,1.3924,698979300.00,500000.00,2500000.00,9500000.00,1005019629.90,1045250618.80,50.00
159867,0,930707,62,20260318,0.6621,1048143500.00,0.00,-5000000.00,-76000000.00,702446714.50,707086261.50,50.00
159869,0,930901,62,20260318,1.3823,7323082100.00,64000000.00,-34000000.00,-968000000.00,10454413664.10,12818012926.60,100.00
159870,0,000813,62,20260318,0.8992,33762107000.00,-521500000.00,-4408000000.00,-5347000000.00,36757813041.00,36723451473.00,50.00
159871,0,930708,62,20260318,1.0474,868232500.00,-8500000.00,-28500000.00,5000000.00,1024965247.50,984948282.50,50.00
159872,0,930725,62,20260318,1.0090,58799700.00,0.00,-500000.00,0.00,61256590.10,62210082.60,50.00
159873,0,H30178,62,20260318,0.5933,466920000.00,0.00,11000000.00,15000000.00,272184240.00,272055840.00,100.00
159875,0,399808,0,20260318,0.7326,2269662800.00,7500000.00,13500000.00,-148500000.00,1716939890.80,1753168030.00,150.00
159876,0,930708,62,20260318,1.0735,1984177000.00,-15600000.00,-67800000.00,34800000.00,2406969021.00,2278821713.00,60.00
159877,0,H30178,62,20260318,0.5881,200792200.00,0.00,1000000.00,1000000.00,118476774.60,119076151.20,100.00
159880,0,399395,0,20260318,2.1126,823051500.00,15500000.00,59000000.00,172000000.00,1758846553.00,1502626862.00,50.00
159881,0,930708,62,20260318,2.0027,104249500.00,0.00,0.00,-7000000.00,227889407.00,242523910.00,100.00
159883,0,H30217,62,20260318,0.5025,12176037800.00,-32000000.00,-54000000.00,-758000000.00,6176169089.00,6570491202.40,200.00
159885,0,000977,62,20260318,0.8556,275467300.00,0.00,-5000000.00,-14000000.00,244287018.30,238521055.20,100.00
159886,0,000812,62,20260318,1.1096,70242500.00,-1200000.00,1200000.00,2400000.00,79744087.50,75712230.00,120.00
159887,0,H30022,62,20260318,1.3033,1076115900.00,-4800000.00,900000.00,-111600000.00,1374125920.20,1501272897.60,30.00
159888,0,930721,62,20260318,1.2367,61446000.00,0.00,-1000000.00,-2000000.00,79056636.00,84129396.00,100.00
159889,0,930721,62,20260318,1.0674,42400700.00,-7000000.00,5000000.00,3000000.00,40841564.40,45035000.10,100.00
159890,0,930851,62,20260318,1.8092,369590600.00,-13000000.00,1000000.00,43000000.00,681524019.40,607458516.00,100.00
159891,0,H30178,62,20260318,0.4437,310024800.00,-2000000.00,-2000000.00,-2000000.00,139475085.60,140099135.20,100.00
159892,0,HZ5366,27,20260318,0.7707,7994266000.00,0.00,-14000000.00,-175000000.00,6094290426.00,6706967386.00,100.00
159895,0,930712,62,20260318,1.2559,70241800.00,0.00,0.00,0.00,89347569.60,91384581.80,100.00
159896,0,930712,62,20260318,1.1684,47055900.00,0.00,0.00,-1000000.00,55620073.80,58147639.00,100.00
159898,0,H30217,62,20260318,0.5512,1162098800.00,-2000000.00,-20000000.00,-258000000.00,654882735.20,792415130.40,100.00
159899,0,H30202,62,20260318,0.8829,731977700.00,-4000000.00,-13000000.00,-78000000.00,677929707.00,752469283.30,100.00
159901,0,399330,0,20260318,3.5307,1804534900.00,-12600000.00,7000000.00,-65800000.00,6366868615.80,6544301815.10,70.00
159902,0,399005,0,20260318,4.5977,77960800.00,0.00,-1000000.00,-2500000.00,370010308.80,371085209.60,50.00
159903,0,399001,0,20260318,1.7187,301154500.00,6000000.00,18000000.00,12000000.00,495803529.50,501393903.00,300.00
159905,0,399324,0,20260318,1.8356,1034943900.00,9500000.00,61500000.00,85500000.00,1831047975.90,1809640073.40,50.00
159906,0,399326,0,20260318,1.6229,113639700.00,0.00,2000000.00,7000000.00,181526152.20,163905218.90,100.00
159907,0,399303,0,20260318,1.1095,167197600.00,0.00,0.00,-6000000.00,191608449.60,196925671.20,600.00
159908,0,399006,0,20260318,3.1060,405229000.00,-3000000.00,-4000000.00,-11000000.00,1270656045.00,1276990572.00,100.00
159909,0,399610,0,20260318,1.1163,499061900.00,-5000000.00,-7500000.00,-20000000.00,566842766.10,578754018.50,250.00
159910,0,399702,0,20260318,2.4490,100906100.00,0.00,-1000000.00,-4000000.00,256090029.30,262370156.10,100.00
159912,0,399007,0,20260318,1.9345,65948900.00,-2500000.00,-2500000.00,-7500000.00,134365190.70,142784661.60,250.00
159913,0,399348,0,20260318,2.5190,27729600.00,-1200000.00,3600000.00,3300000.00,62688700.80,62197761.60,30.00
159915,0,399006,0,20260318,3.3384,16163454900.00,-337000000.00,-10000000.00,-2762000000.00,53938472091.50,62359373895.50,100.00
159916,0,399701,0,20260318,5.1959,51066000.00,1500000.00,500000.00,2000000.00,271337156.00,261521780.00,50.00
159918,0,399624,0,20260318,2.5782,30561200.00,0.00,0.00,1000000.00,81476159.20,78869281.60,100.00
159919,0,000300,1,20260318,4.8659,19796616600.00,34200000.00,-7200000.00,-414000000.00,97216935689.40,99375601822.20,90.00
159920,0,HSI,27,20260318,1.5523,7557559200.00,0.00,-160000000.00,-444000000.00,11838735812.80,12650465095.20,200.00
159922,0,000905,1,20260318,3.2464,4367676700.00,160000000.00,287000000.00,-214000000.00,13751880479.00,15408178742.10,100.00
560400,1,399975,0,20260318,1.0018,,,,,,,
