$ZQDM,$SC,$ZQDM1,$SC1,JZRQ,DWJZ,ZXFE,FEBH,ZFEBH,YFEBH,YZGM,YYGM,ZXSSDW
561550,1,000905,1,20260318,1.3709,1208989600.00,0.00,-18000000.00,-12000000.00,1749687169.60,1732584242.40,150.00
561560,1,H30199,62,20260318,1.3824,2168624200.00,-4500000.00,423500000.00,1459500000.00,2490292233.40,897751237.20,50.00
561570,1,H30198,62,20260318,1.4968,188147000.00,-8000000.00,-44000000.00,103000000.00,357506380.00,122271092.00,100.00
561580,1,000825,62,20260318,1.2998,1131870700.00,6500000.00,83000000.00,101500000.00,1378216099.80,1304449306.20,50.00
561590,1,000852,1,20260318,1.4900,43999600.00,0.00,10000000.00,15000000.00,51985388.40,44340388.40,250.00
561600,1,931494,62,20260318,1.2044,224274000.00,2000000.00,-6000000.00,-38000000.00,282315924.00,328367048.00,200.00
561660,1,931855,62,20260318,1.2447,67710000.00,-1000000.00,1000000.00,3000000.00,88057200.00,84899520.00,100.00
561680,1,932422,62,20260318,1.0383,84169000.00,-1000000.00,-4000000.00,-19000000.00,92224774.00,104716535.00,100.00
561700,1,H30199,62,20260318,1.1953,277313600.00,-6500000.00,23000000.00,54500000.00,314077296.00,243980892.00,50.00
561750,1,930050,62,20260318,1.1612,89996000.00,0.00,0.00,0.00,105115328.00,105025332.00,150.00
561760,1,931248,62,20260318,1.5222,516195000.00,-34500000.00,-334500000.00,330000000.00,1323681420.00,266258850.00,150.00
561770,1,000903,1,20260318,1.2538,47550000.00,-4000000.00,-2000000.00,-2000000.00,62730300.00,62928500.00,200.00
561780,1,000852,1,20260318,1.6055,15355800.00,-2000000.00,2000000.00,0.00,21943579.40,24861040.20,200.00
561790,1,932037,62,20260318,1.4130,67434000.00,-300000.00,5500000.00,14500000.00,91724254.00,71778504.00,30.00
561800,1,930632,62,20260318,1.0793,260077200.00,0.00,0.00,50500000.00,306891096.00,244157438.00,50.00
561870,1,932365,62,20260318,1.3806,158765000.00,0.00,12000000.00,26000000.00,208846595.00,180294870.00,100.00
561880,1,000903,1,20260318,1.2841,98389000.00,0.00,2000000.00,0.00,124920144.00,128102478.00,200.00
561900,1,931463,62,20260318,0.9842,32334400.00,0.00,0.00,0.00,32011056.00,32108059.20,300.00
561910,1,931719,62,20260318,0.8503,5095076600.00,0.00,-267000000.00,-959000000.00,4718627408.00,5073316190.80,100.00
561920,1,931992,62,20260318,0.7138,53692000.00,0.00,-2000000.00,-3000000.00,39429936.00,40421396.00,100.00
561930,1,000300,1,20260318,1.5362,121260600.00,0.00,9000000.00,-6000000.00,173779408.80,197508451.20,300.00
561950,1,000905,1,20260318,1.4437,109656000.00,0.00,3000000.00,3000000.00,159664032.00,161050560.00,150.00
561960,1,932039,62,20260318,1.3278,55985200.00,600000.00,2600000.00,1800000.00,72497101.60,70169834.00,20.00
561980,1,931865,62,20260318,2.1550,1662110000.00,-16000000.00,84000000.00,142000000.00,3467107670.00,3520574760.00,100.00
561990,1,000300,1,20260318,1.0481,436649200.00,0.00,6000000.00,9000000.00,455626853.60,458867591.60,300.00
562000,1,000903,1,20260318,0.5996,752737900.00,0.00,-4000000.00,-12000000.00,457069691.60,463431167.40,400.00
562010,1,931733,62,20260318,1.0414,25298700.00,-3000000.00,3000000.00,5000000.00,23703518.10,20603180.50,100.00
562030,1,931247,62,20260318,0.5626,186973900.00,-2000000.00,-2000000.00,-8000000.00,107715123.00,112109992.50,100.00
562050,1,932217,62,20260318,1.0010,107468000.00,0.00,-4000000.00,-5000000.00,110799192.00,112243064.00,100.00
562060,1,CSPSADRP,12,20260318,0.6632,6790792600.00,17000000.00,1297000000.00,1499000000.00,3642384493.80,3508458493.80,100.00
562070,1,000300,1,20260318,1.0152,648542000.00,0.00,-21000000.00,-69000000.00,684941466.00,731175298.00,300.00
562080,1,932366,62,20260318,0.6656,1008757200.00,86000000.00,124000000.00,-88000000.00,602519653.20,716182451.60,200.00
562300,1,000977,62,20260318,0.8067,69495000.00,0.00,-4000000.00,-5000000.00,60265900.00,58106100.00,100.00
562310,1,000918,62,20260318,1.0330,630572300.00,2000000.00,-14000000.00,-116000000.00,667776902.80,774942047.40,200.00
562320,1,000919,62,20260318,1.3653,79295500.00,-3000000.00,-3000000.00,-6000000.00,112909426.00,115916584.50,300.00
562330,1,H30352,62,20260318,1.3052,14018900.00,0.00,1000000.00,-3000000.00,17575515.00,22362834.60,100.00
562340,1,930939,62,20260318,1.3471,9144300.00,0.00,1000000.00,0.00,11402020.00,12875174.40,100.00
562350,1,H30199,62,20260318,1.1994,55410900.00,-1000000.00,-8000000.00,-17000000.00,78629516.00,79507168.20,100.00
562360,1,H30590,62,20260318,1.0740,349474000.00,0.00,-6000000.00,-29000000.00,397064458.00,439408314.00,100.00
562380,1,932038,62,20260318,1.1455,64128900.00,-500000.00,500000.00,-1000000.00,75782019.90,77568519.90,50.00
562390,1,930641,62,20260318,0.9469,83429000.00,0.00,-2000000.00,-4000000.00,80986692.00,84194127.00,100.00
562500,1,H30590,62,20260318,0.9940,22865687300.00,40500000.00,222000000.00,-2253000000.00,23413572668.20,27052826222.10,150.00
562510,1,930633,62,20260318,0.7296,760595000.00,9500000.00,34500000.00,-50000000.00,532227635.00,633885290.00,50.00
562520,1,931591,62,20260318,1.4004,42568000.00,0.00,-2000000.00,-2000000.00,64579032.00,65024712.00,200.00
562530,1,931588,62,20260318,1.3879,35144000.00,1000000.00,3000000.00,2000000.00,45483760.00,46832472.00,100.00
562550,1,931897,62,20260318,1.2360,710919300.00,31000000.00,188500000.00,387500000.00,663994930.30,365463809.00,50.00
562560,1,000993,1,20260318,1.8961,21265500.00,0.00,-1500000.00,-1500000.00,43800822.00,44734207.50,150.00
562570,1,931247,62,20260318,1.4824,361281000.00,-4000000.00,-4000000.00,4000000.00,549747905.00,536278781.00,100.00
562580,1,000989,1,20260318,1.2139,31723300.00,1500000.00,1500000.00,3000000.00,37144435.70,36334974.50,150.00
562590,1,931743,62,20260318,1.7988,1480663000.00,-16000000.00,-6000000.00,63000000.00,2725053279.00,2751683883.00,100.00
562600,1,H30217,62,20260318,0.8730,592937400.00,-4000000.00,-7000000.00,-48000000.00,525545162.40,566588661.60,100.00
562660,1,932000,62,20260318,1.9071,278874000.00,0.00,-4000000.00,-6000000.00,551321426.00,550946316.00,200.00
562700,1,931230,62,20260318,1.4165,153750000.00,-2000000.00,-6000000.00,-27000000.00,235631250.00,278174250.00,100.00
562800,1,930632,62,20260318,1.0127,7835845000.00,-225000000.00,-938250000.00,1303200000.00,9721697260.00,7133648340.00,45.00
562810,1,000001,1,20260318,1.1466,35451000.00,0.00,0.00,-2500000.00,41300415.00,44706278.00,250.00
562820,1,932087,62,20260318,2.4272,82136000.00,0.00,4000000.00,6000000.00,189714208.00,193080896.00,200.00
562850,1,932037,62,20260318,1.4232,285981500.00,19000000.00,151000000.00,226000000.00,201257416.50,81874747.50,100.00
562860,1,931992,62,20260318,0.6904,330895000.00,-4000000.00,-14000000.00,-18000000.00,236942865.00,240388655.00,200.00
562870,1,399975,0,20260318,0.9385,431005200.00,-1000000.00,5000000.00,20000000.00,403000919.20,405251127.20,50.00
562880,1,931719,62,20260318,0.8688,925399600.00,-4500000.00,-97500000.00,-232500000.00,918563840.80,990004158.00,150.00
562890,1,930050,62,20260318,1.3404,297551000.00,-9000000.00,-27000000.00,78000000.00,437170197.00,295735197.00,150.00
562900,1,930662,62,20260318,0.8317,175706300.00,0.00,14000000.00,30000000.00,135186466.80,113505207.70,100.00
562910,1,H11054,62,20260318,0.9548,223227300.00,-2000000.00,0.00,16000000.00,222780845.40,202461072.10,100.00
562920,1,399994,0,20260318,1.0790,76069000.00,2000000.00,-1000000.00,3000000.00,85546590.00,81910349.00,100.00
562930,1,930601,62,20260318,0.8827,1108437000.00,0.00,-4000000.00,-189000000.00,1015654981.00,1200129225.00,100.00
562950,1,931494,62,20260318,1.2462,608258300.00,-3000000.00,0.00,-70000000.00,771271524.40,876987981.90,100.00
562960,1,931897,62,20260318,1.2348,516391000.00,-2500000.00,111000000.00,209500000.00,515657352.00,346786830.00,50.00
562970,1,931151,62,20260318,1.2826,581448000.00,5000000.00,32000000.00,11000000.00,740655904.00,723328064.00,100.00
562990,1,931755,62,20260318,1.0914,447756000.00,2000000.00,1000000.00,-21000000.00,506621304.00,517506624.00,100.00
563000,1,746059,12,20260318,1.0524,2098451100.00,-25000000.00,-37500000.00,-120000000.00,2261972214.90,2338247459.40,250.00
563010,1,931235,62,20260318,1.9845,98189300.00,0.00,3000000.00,6000000.00,191330493.00,179400377.80,100.00
563020,1,H30269,62,20260318,1.2148,6122910000.00,203000000.00,190000000.00,871000000.00,7155089460.00,6281284360.00,100.00
563030,1,000905,1,20260318,1.4806,94169000.00,0.00,-1500000.00,-3000000.00,145034204.00,144976148.00,150.00
563050,1,932038,62,20260318,1.1800,131208400.00,0.00,4000000.00,0.00,156466332.00,160992706.80,100.00
563060,1,931823,62,20260318,1.1552,237527000.00,1000000.00,6000000.00,4000000.00,274822549.00,267621942.00,100.00
563080,1,930050,62,20260318,1.3459,1242588400.00,4000000.00,-4000000.00,-50000000.00,1687880693.60,1744994340.00,200.00
563090,1,000016,1,20260318,1.2580,45848000.00,0.00,1000000.00,0.00,56373936.00,59098072.00,100.00
563150,1,931248,62,20260318,1.5105,116399000.00,-6000000.00,-38000000.00,64000000.00,238546455.00,75244964.00,100.00
563180,1,H30366,62,20260318,1.1761,114420000.00,1000000.00,1000000.00,-18000000.00,135536900.00,154798980.00,100.00
563200,1,932000,62,20260318,1.6313,21458800.00,0.00,0.00,0.00,36115160.40,35836196.00,200.00
563210,1,HZ5491,27,20260318,1.6907,106067000.00,-2000000.00,-4000000.00,-14000000.00,187554168.00,208316245.00,200.00
563220,1,000510,1,20260318,1.2754,7724013700.00,-30000000.00,-162000000.00,-1011000000.00,10243931796.30,11346782796.30,300.00
563230,1,931594,62,20260318,1.4855,3381237000.00,-96000000.00,-50000000.00,204000000.00,5387042090.00,4877058795.00,200.00
563280,1,746059L,12,20260318,1.3538,6706600.00,0.00,0.00,-1500000.00,9181335.40,11169182.60,150.00
563300,1,932000,62,20260318,1.5024,2533674000.00,-165000000.00,-357500000.00,-1037500000.00,4458190308.00,5438898002.00,250.00
563320,1,931855,62,20260318,1.1411,196892000.00,-3000000.00,2000000.00,-10000000.00,235624428.00,248684184.00,100.00
563330,1,930903,62,20260318,4.3581,34660600.00,0.00,-1300000.00,1300000.00,160240433.60,148521391.20,130.00
563350,1,930050,62,20260318,1.3715,233997600.00,-2000000.00,0.00,-2000000.00,322916688.00,325676688.00,200.00
563360,1,000510,1,20260318,1.2967,30841987400.00,-39000000.00,-858000000.00,-2427000000.00,41907383342.80,43981601342.80,300.00
563380,1,932088,62,20260318,1.1915,738950000.00,-22000000.00,40000000.00,53000000.00,889763350.00,888305250.00,100.00
563390,1,932365,62,20260318,1.4050,2590344000.00,91500000.00,484500000.00,795000000.00,3045050424.00,2479370064.00,150.00
563500,1,000510,1,20260318,0.6361,807958700.00,-6000000.00,-6000000.00,-96000000.00,528259196.30,583957320.20,600.00
563510,1,932422,62,20260318,1.0335,229537000.00,2000000.00,0.00,-9000000.00,239177554.00,240922370.00,100.00
563520,1,000300,1,20260318,1.1936,406065000.00,-3000000.00,-3000000.00,-6000000.00,492923325.00,496538325.00,300.00
563530,1,931594,62,20260318,1.4778,926748000.00,-24000000.00,2000000.00,23000000.00,1445381124.00,1379119448.00,100.00
563550,1,000510,1,20260318,1.2672,79559000.00,0.00,-3000000.00,-9000000.00,106170874.00,113532638.00,300.00
563560,1,931696,62,20260318,0.9660,296769000.00,1000000.00,-8000000.00,-26000000.00,298673620.00,322123462.00,100.00
563570,1,930986,62,20260318,0.9270,108374000.00,2000000.00,0.00,-5000000.00,103063674.00,110199528.00,100.00
563580,1,932368,62,20260318,1.2762,373648000.00,0.00,19000000.00,6000000.00,466362120.00,459927648.00,100.00
563590,1,932422,62,20260318,1.0229,93944400.00,0.00,-6000000.00,-34000000.00,103042676.40,127816455.60,100.00
563600,1,000510,1,20260318,1.0733,51483000.00,0.00,0.00,0.00,56219436.00,56167953.00,300.00
563620,1,932365,62,20260318,1.2454,68049000.00,0.00,1000000.00,-1000000.00,85956818.00,84377878.00,100.00
563630,1,000510,1,20260318,1.2604,37947100.00,0.00,2000000.00,2000000.00,46227970.60,46263917.70,200.00
563650,1,000510,1,20260318,1.2931,92909000.00,0.00,3000000.00,-6000000.00,118859698.00,130559880.00,300.00
563660,1,000510,1,20260318,1.2756,78085200.00,0.00,0.00,-6000000.00,101588845.20,109142589.60,300.00
563670,1,930986,62,20260318,0.8498,206987000.00,0.00,-1000000.00,-2000000.00,180948690.00,187252352.00,100.00
563680,1,932368,62,20260318,1.3781,184959000.00,1000000.00,2000000.00,-13000000.00,259435862.00,267046691.00,100.00
563690,1,H30269,62,20260318,1.0503,47882000.00,0.00,-3000000.00,-8000000.00,53019044.00,57223168.00,100.00
563700,1,H30270,62,20260318,1.0938,428150000.00,-5000000.00,-19000000.00,-65000000.00,486499200.00,525697900.00,100.00
563750,1,000905,1,20260318,1.1140,369737000.00,10000000.00,12500000.00,-12500000.00,412251498.00,441101498.00,250.00
563760,1,932365,62,20260318,1.3526,943913200.00,-8000000.00,18000000.00,172000000.00,1280537955.60,1019697337.20,200.00
563770,1,932365,62,20260318,1.3769,30307000.00,0.00,0.00,-3000000.00,42793484.00,44997757.00,150.00
563780,1,932365,62,20260318,1.3913,232027100.00,0.00,-42000000.00,-24000000.00,390214590.40,348196856.00,100.00
563790,1,931594,62,20260318,1.1118,1054447000.00,-25000000.00,83000000.00,70000000.00,1141450225.00,1132114050.00,100.00
563800,1,000510,1,20260318,1.2236,10084978100.00,-24000000.00,-315000000.00,-1167000000.00,12989572646.90,14008712734.50,300.00
563830,1,932365,62,20260318,1.3530,152896000.00,0.00,15000000.00,13000000.00,190985960.00,185082408.00,100.00
563850,1,H30192,62,20260318,1.0061,83681700.00,0.00,0.00,-4800000.00,84602198.70,89720443.80,60.00
563860,1,000510,1,20260318,1.2873,197844300.00,-3000000.00,-6000000.00,-24000000.00,267239877.30,290837877.30,300.00
563870,1,931855,62,20260318,0.8966,119303900.00,0.00,9000000.00,-9000000.00,104678401.10,121247185.50,100.00
563880,1,000510,1,20260318,1.2652,1966996400.00,-51000000.00,-39000000.00,-90000000.00,2587735356.00,2651468359.60,300.00
563890,1,000824,62,20260318,1.0802,31836000.00,-500000.00,-3500000.00,-8500000.00,38480904.00,42756160.00,50.00
563900,1,932366,62,20260318,1.2639,396965700.00,4000000.00,55000000.00,22000000.00,445581307.10,467582227.90,100.00
563930,1,000001,1,20260318,1.0257,49592000.00,0.00,0.00,-18000000.00,51426904.00,70566048.00,300.00
563960,1,932431,62,20260318,1.0093,313512000.00,-4500000.00,-72000000.00,-135000000.00,387054048.00,443578368.00,150.00
563980,1,931848,62,20260318,1.0189,233967000.00,-8000000.00,-30000000.00,-90000000.00,269246340.00,318459561.00,100.00
563990,1,932368,62,20260318,1.4049,515573000.00,0.00,53000000.00,69000000.00,667955412.00,612251583.00,100.00
588000,1,000688,1,20260318,1.4454,49274668200.00,-321000000.00,429000000.00,-1132500000.00,72145051931.40,77778260532.60,300.00
588010,1,000689,1,20260318,0.9315,257925800.00,-2500000.00,-12500000.00,-35000000.00,261501748.60,282380471.20,250.00
588020,1,000690,1,20260318,2.0246,459791000.00,-4000000.00,10000000.00,-20000000.00,931067370.00,991727997.00,200.00
588030,1,000698,1,20260318,1.4756,4715838100.00,-21000000.00,-93000000.00,-510000000.00,7270963207.20,8032113159.70,300.00
588040,1,000688,1,20260318,1.4058,77889000.00,0.00,0.00,0.00,111770715.00,116989278.00,200.00
588050,1,000688,1,20260318,1.4100,6343241300.00,-174000000.00,-178000000.00,-390000000.00,9390587472.00,10140261397.80,200.00
588060,1,000688,1,20260318,0.8729,8275140000.00,-36000000.00,6000000.00,-342000000.00,7376072880.00,8031174480.00,600.00
588070,1,000690,1,20260318,1.7408,38437000.00,0.00,0.00,2000000.00,68494734.00,64821423.00,200.00
588080,1,000688,1,20260318,1.4013,27982628100.00,-303000000.00,-48000000.00,-882000000.00,40139859439.20,43152619009.50,300.00
588090,1,000688,1,20260318,1.4124,3087072800.00,-30000000.00,3000000.00,-99000000.00,4450317050.40,4807783855.20,300.00
588100,1,000682,1,20260318,2.0060,88248700.00,0.00,-3500000.00,-3500000.00,187075599.30,197259705.00,350.00
588110,1,000690,1,20260318,1.9724,190758000.00,3000000.00,0.00,6000000.00,386475708.00,371733096.00,300.00
588120,1,000698,1,20260318,1.4820,690811000.00,0.00,3000000.00,-6000000.00,1046160531.00,1078663428.00,300.00
588130,1,000683,1,20260318,1.0481,55082600.00,0.00,0.00,3000000.00,57671482.20,56197125.40,150.00
588140,1,000699,1,20260318,1.1484,343751000.00,0.00,-6000000.00,-15000000.00,417952445.00,427272441.00,300.00
588150,1,000688,1,20260318,0.9653,527432600.00,-7000000.00,10500000.00,0.00,511763274.00,544310443.20,350.00
588160,1,000689,1,20260318,0.9505,185496000.00,0.00,4500000.00,0.00,178824048.00,182342568.00,150.00
588170,1,950125,62,20260318,1.6415,5151149000.00,-18000000.00,44000000.00,536000000.00,8539153128.00,8247271263.00,200.00
588180,1,000688,1,20260318,0.8890,1578353700.00,0.00,10500000.00,17500000.00,1425179013.30,1482811015.00,350.00
588190,1,000698,1,20260318,1.4676,2401618300.00,-48000000.00,-147000000.00,-765000000.00,3828024686.60,4841759380.70,300.00
588200,1,000685,1,20260318,2.4977,17181894800.00,-249000000.00,-60000000.00,-915000000.00,43811654686.80,48246321536.80,300.00
588210,1,000698,1,20260318,1.4616,338254000.00,-17500000.00,-57500000.00,-65000000.00,591652230.00,614155842.00,250.00
588220,1,000698,1,20260318,1.4698,5944697900.00,-84000000.00,-395500000.00,-724500000.00,9535657641.60,10203872787.00,350.00
588230,1,000699,1,20260318,1.7116,746939000.00,-27000000.00,24000000.00,-9000000.00,1284662603.00,1337256091.00,300.00
588240,1,000699,1,20260318,1.5693,215633000.00,0.00,21000000.00,69000000.00,318419588.00,237545460.00,300.00
588250,1,000683,1,20260318,1.0672,255675000.00,2000000.00,4000000.00,6000000.00,268537225.00,274143150.00,200.00
588260,1,000682,1,20260318,1.9750,58746000.00,0.00,0.00,-3000000.00,117668238.00,130531044.00,300.00
588270,1,000699,1,20260318,1.5893,451410000.00,0.00,3000000.00,-30000000.00,741221730.00,790475220.00,300.00
588280,1,000688,1,20260318,0.9923,388121000.00,0.00,4000000.00,12000000.00,389114573.00,398312139.00,400.00
588290,1,000685,1,20260318,2.4478,1606397000.00,2500000.00,37500000.00,120000000.00,3906553530.00,3880982567.00,250.00
588300,1,931643,62,20260318,0.9617,1702210500.00,-6000000.00,0.00,-87000000.00,1644335343.00,1735534185.00,300.00
588310,1,931643,62,20260318,1.0125,45037500.00,0.00,-1200000.00,-3600000.00,46931062.50,49561612.50,120.00
588320,1,931643,62,20260318,1.5125,29824600.00,0.00,0.00,0.00,45482515.00,45512339.60,300.00
588330,1,931643,62,20260318,0.9468,1045737800.00,-16000000.00,36000000.00,-8000000.00,960260647.80,1005265861.20,200.00
588350,1,931643,62,20260318,1.4455,922546000.00,2000000.00,2000000.00,-24000000.00,1335712246.00,1378170976.00,200.00
588360,1,931643,62,20260318,1.0165,297481800.00,-2800000.00,-2800000.00,-8400000.00,306887999.60,313528845.00,280.00
588370,1,000688,1,20260318,1.4756,65772000.00,0.00,0.00,0.00,99118404.00,102867408.00,250.00
588380,1,931643,62,20260318,0.9527,2963770000.00,-27000000.00,-39000000.00,-237000000.00,2870648120.00,3072739200.00,300.00
588390,1,931643,62,20260318,1.0107,221935900.00,0.00,0.00,-9000000.00,225264938.50,234399938.50,300.00
588400,1,931643,62,20260318,0.9428,1548600600.00,-9000000.00,-6000000.00,-138000000.00,1470652167.60,1602270570.00,300.00
588410,1,932456,62,20260318,1.0680,199250000.00,-6000000.00,0.00,-12000000.00,213596000.00,236177500.00,200.00
588420,1,932456,62,20260318,1.0735,353648000.00,-12000000.00,12000000.00,-8000000.00,367954896.00,406130704.00,200.00
588430,1,932456,62,20260318,1.0913,216458000.00,0.00,6000000.00,10000000.00,230451510.00,235775036.00,200.00
588450,1,000688,1,20260318,1.8436,57568700.00,0.00,0.00,0.00,108229156.00,111568140.60,300.00
588460,1,000688,1,20260318,1.6393,681014000.00,3000000.00,22500000.00,39000000.00,1103669464.00,1123524500.00,150.00
588500,1,000698,1,20260318,2.1428,53647000.00,-1000000.00,-1000000.00,-3000000.00,121370987.00,127965573.00,100.00
588520,1,000681,1,20260318,1.3637,16957000.00,0.00,0.00,0.00,23604144.00,24028069.00,400.00
588550,1,000680,1,20260318,1.1503,83290000.00,0.00,0.00,-4000000.00,99031810.00,105620900.00,400.00
588660,1,931643,62,20260318,1.5763,46344000.00,0.00,0.00,-3000000.00,73455240.00,78358272.00,100.00
588670,1,000680,1,20260318,1.5262,51792000.00,0.00,0.00,2000000.00,81261648.00,78870528.00,200.00
588680,1,000698,1,20260318,2.1556,65361000.00,0.00,-3000000.00,-3000000.00,150462561.00,152308308.00,300.00
588690,1,000680,1,20260318,1.1104,79636000.00,0.00,0.00,-8000000.00,90944312.00,100781400.00,400.00
588700,1,000683,1,20260318,1.0197,270336200.00,-2500000.00,0.00,-12500000.00,275202251.60,296412337.60,250.00
588710,1,950125,62,20260318,1.6984,980295000.00,-8000000.00,12000000.00,8000000.00,1676118645.00,1797773455.00,200.00
588720,1,000688,1,20260318,1.3787,129741800.00,0.00,0.00,-10000000.00,182676454.40,205979413.20,250.00
588730,1,950180,62,20260318,1.5172,1015396300.00,-20000000.00,-9000000.00,8000000.00,1614448568.80,1675300046.90,100.00
588750,1,000685,1,20260318,1.6647,2938228000.00,-9000000.00,27000000.00,-90000000.00,4934531460.00,5384189384.00,300.00
588760,1,950180,62,20260318,0.7794,3121532000.00,-60000000.00,219000000.00,357000000.00,2351050920.00,2366439392.00,300.00
588770,1,000682,1,20260318,1.4356,857597100.00,0.00,0.00,171000000.00,1253806960.20,1058046131.10,300.00
588780,1,950162,62,20260318,0.8599,1075902000.00,-36000000.00,-28000000.00,64000000.00,959290838.00,916783212.00,400.00
588790,1,950180,62,20260318,0.8229,6079384000.00,-39000000.00,84000000.00,51000000.00,5126053320.00,5437602368.00,300.00
588800,1,000698,1,20260318,1.4489,1972377000.00,2500000.00,22500000.00,-62500000.00,2893617468.00,3070629393.00,250.00
588810,1,000685,1,20260318,1.7655,315324000.00,15000000.00,27000000.00,30000000.00,517829904.00,537265092.00,300.00
588820,1,000699,1,20260318,1.8240,235400000.00,-3000000.00,-9000000.00,-42000000.00,464115600.00,522621600.00,300.00
588830,1,000692,1,20260318,1.6281,1021847900.00,-15000000.00,3000000.00,38000000.00,1757512627.50,1651880624.10,100.00
588840,1,000688,1,20260318,1.2715,49236000.00,0.00,3000000.00,-3000000.00,60060564.00,70936488.00,300.00
588850,1,000693,1,20260318,1.4787,46779000.00,-2000000.00,-10000000.00,6000000.00,87326102.00,64308483.00,200.00
588860,1,000683,1,20260318,0.6787,412889400.00,0.00,-4000000.00,-16000000.00,282651013.20,298935911.80,400.00
588870,1,000688,1,20260318,1.3967,353552000.00,0.00,18000000.00,-15000000.00,479503808.00,549879584.00,300.00
588880,1,000698,1,20260318,1.4438,132368000.00,0.00,3000000.00,3000000.00,191076536.00,194181368.00,300.00
588890,1,000685,1,20260318,2.8086,680810000.00,-6000000.00,0.00,-6000000.00,1946435790.00,2060430000.00,300.00
588900,1,000698,1,20260318,1.4935,544783000.00,-9000000.00,-15000000.00,-51000000.00,853669075.00,924059433.00,300.00
588910,1,950333,62,20260318,1.4146,142049100.00,0.00,0.00,-3000000.00,209096275.20,214382569.80,300.00
588920,1,000685,1,20260318,1.6034,195938000.00,0.00,2500000.00,-2500000.00,315303940.00,338932104.00,250.00
588930,1,950180,62,20260318,1.6094,927329000.00,-6000000.00,6000000.00,14000000.00,1536776772.00,1609285698.00,200.00
588940,1,000688,1,20260318,1.4117,358420000.00,0.00,12000000.00,27000000.00,500230480.00,500444200.00,300.00
588950,1,000688,1,20260318,1.4221,206729700.00,-3000000.00,6000000.00,3000000.00,291860983.80,309261684.60,300.00
588960,1,000692,1,20260318,1.4749,219579800.00,2000000.00,4000000.00,-3000000.00,337382387.00,338321296.00,100.00
588980,1,000698,1,20260318,1.3375,19420000.00,0.00,0.00,-5000000.00,26547140.00,33894960.00,250.00
588990,1,000685,1,20260318,2.5937,201745400.00,-2000000.00,2000000.00,6000000.00,526728619.80,541823267.20,200.00
589000,1,000680,1,20260318,1.3778,1055507800.00,0.00,16000000.00,12000000.00,1471943044.80,1497433693.00,400.00
589010,1,950180,62,20260318,1.4520,1553793000.00,0.00,24000000.00,-69000000.00,2308457637.00,2581863663.00,300.00
589020,1,950125,62,20260318,1.3271,416219000.00,-2000000.00,4000000.00,-10000000.00,557732307.00,615460236.00,200.00
589030,1,950162,62,20260318,0.9947,505077000.00,-33000000.00,30000000.00,60000000.00,476977308.00,466440696.00,300.00
589050,1,000681,1,20260318,1.2115,98968000.00,-4000000.00,-8000000.00,-4000000.00,133282128.00,130048584.00,400.00
589060,1,000681,1,20260318,1.4419,117137900.00,0.00,0.00,0.00,173129816.20,176526815.30,500.00
589070,1,950162,62,20260318,0.9377,655293000.00,-40000000.00,32000000.00,54000000.00,590258471.00,592874898.00,200.00
589080,1,000680,1,20260318,1.3736,178061000.00,0.00,-20000000.00,-25000000.00,278869888.00,290783352.00,500.00
589090,1,950180,62,20260318,1.0973,229431000.00,0.00,27500000.00,62500000.00,230201340.00,200817993.00,250.00
589100,1,000685,1,20260318,1.6018,362777000.00,0.00,3000000.00,0.00,586076733.00,619623116.00,300.00
589110,1,950180,62,20260318,0.9530,867413000.00,0.00,-12000000.00,129000000.00,870618870.00,772379998.00,300.00
159100,0,BOVESPA,12,20260317,1.1415,364546900.00,2000000.00,10000000.00,32000000.00,432547218.00,437964267.30,50.00
159101,0,987008,102,20260318,0.8475,3755311400.00,-26000000.00,-65000000.00,66000000.00,3193780330.40,3276108523.20,100.00
159102,0,HZ5366,27,20260318,0.8016,780622000.00,0.00,7000000.00,18500000.00,614255868.00,649327944.00,50.00
159103,0,930986,62,20260318,0.8380,254406700.00,1000000.00,6000000.00,10000000.00,213381355.30,216055522.80,100.00
159105,0,HZ5366,27,20260318,0.9090,111272900.00,0.00,-1000000.00,14000000.00,101045610.00,94160167.20,100.00
159106,0,931265,62,20260318,1.0534,65579400.00,0.00,-4000000.00,-12000000.00,74589116.80,82777219.80,200.00
159107,0,399264,0,20260318,0.9314,687823000.00,-9000000.00,-3000000.00,-87000000.00,662499257.00,764750301.00,100.00
159108,0,980034,102,20260318,1.0142,183738500.00,0.00,-4000000.00,-14000000.00,197125425.00,214744011.00,100.00
159109,0,HZ5556,27,20260318,0.8951,502163800.00,0.00,-5000000.00,4000000.00,448332799.20,457314368.40,100.00
159117,0,SPAHLVCP,12,20260318,1.0703,75401100.00,0.00,0.00,-8000000.00,80528374.80,90907199.00,100.00
159118,0,SPAHLVCP,12,20260318,1.0208,108677000.00,-4000000.00,-4000000.00,-22000000.00,114592509.00,136034757.00,100.00
159119,0,932368,62,20260318,1.1254,202054200.00,9000000.00,20000000.00,32000000.00,211546980.40,187739836.80,100.00
159120,0,HZ5506,27,20260318,0.8291,187024400.00,-4000000.00,-8000000.00,14000000.00,160115032.40,151223325.60,100.00
159121,0,HZ5554,27,20260318,0.9351,195481100.00,0.00,40000000.00,28000000.00,145374828.50,160446893.80,100.00
159122,0,399266,0,20260318,1.0460,37160900.00,10000000.00,6000000.00,6000000.00,33342163.00,32033405.20,200.00
